"chart_position.x","chart_date.x","song","artist","instance.x","time_on_chart.x","consecutive_weeks.x","previous_week.x","peak_position.x","worst_position.x","year.x","month.x","week.x","chart_position.y","chart_date.y","instance.y","time_on_chart.y","consecutive_weeks.y","previous_week.y","peak_position.y","worst_position.y","year.y","month.y","week.y","spotify_song_id","spotify_artist_id","genres","main_genres"
30,2012-01-14,"Rolling In The Deep","Adele",2,52,50,35,1,97,2012,1,2,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
36,2012-01-21,"Rolling In The Deep","Adele",2,53,51,30,1,97,2012,1,3,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
40,2012-01-28,"Rolling In The Deep","Adele",2,54,52,36,1,97,2012,1,4,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
41,2012-02-04,"Rolling In The Deep","Adele",2,55,53,40,1,97,2012,2,5,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
43,2012-02-11,"Rolling In The Deep","Adele",2,56,54,41,1,97,2012,2,6,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
44,2012-02-18,"Rolling In The Deep","Adele",2,57,55,43,1,97,2012,2,7,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
17,2012-02-25,"Rolling In The Deep","Adele",2,58,56,44,1,97,2012,2,8,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
5,2012-03-03,"Rolling In The Deep","Adele",2,59,57,17,1,97,2012,3,9,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
23,2012-03-10,"Rolling In The Deep","Adele",2,60,58,5,1,97,2012,3,10,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
32,2012-03-17,"Rolling In The Deep","Adele",2,61,59,23,1,97,2012,3,11,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
30,2012-03-24,"Rolling In The Deep","Adele",2,62,60,32,1,97,2012,3,12,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
33,2012-03-31,"Rolling In The Deep","Adele",2,63,61,30,1,97,2012,3,13,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
43,2012-04-07,"Rolling In The Deep","Adele",2,64,62,33,1,97,2012,4,14,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
49,2012-04-14,"Rolling In The Deep","Adele",2,65,63,43,1,97,2012,4,15,5,2011-08-06,2,29,27,4,1,97,2011,8,32,"1c8gk2PeTE04A1pIDH9YMk","4dpARuHxo51G3z768sgnrY","british soul, pop, pop soul, uk pop","soul_funk, world_regional, pop"
37,2012-04-21,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,55,53,32,1,88,2012,4,16,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
41,2012-04-28,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,56,54,37,1,88,2012,4,17,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
43,2012-05-05,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,57,55,41,1,88,2012,5,18,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
41,2012-05-12,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,58,56,43,1,88,2012,5,19,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
44,2012-05-19,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,59,57,41,1,88,2012,5,20,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
44,2012-05-26,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,60,58,44,1,88,2012,5,21,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
38,2012-06-02,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,61,59,44,1,88,2012,6,22,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
39,2012-06-09,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,62,60,38,1,88,2012,6,23,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
42,2012-06-16,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,63,61,39,1,88,2012,6,24,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
45,2012-06-23,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,64,62,42,1,88,2012,6,25,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
45,2012-06-30,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,65,63,45,1,88,2012,6,26,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
45,2012-07-07,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,66,64,45,1,88,2012,7,27,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
50,2012-07-14,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,67,65,45,1,88,2012,7,28,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
49,2012-07-21,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",2,68,66,50,1,88,2012,7,29,37,2012-04-21,2,55,53,32,1,88,2012,4,16,"0IkKz2J93C94Ei4BvDop7P","3sgFRtyBnxXD5ESfmbK4dl","dance pop, pop, pop rap","pop, electronic_dance, hip_hop_rap"
30,2012-07-28,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,30,27,30,1,99,2012,7,30,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
31,2012-08-04,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,31,28,30,1,99,2012,8,31,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
37,2012-08-11,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,32,29,31,1,99,2012,8,32,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
38,2012-08-18,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,33,30,37,1,99,2012,8,33,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
41,2012-08-25,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,34,31,38,1,99,2012,8,34,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
44,2012-09-01,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,35,32,41,1,99,2012,9,35,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
47,2012-09-08,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,36,33,44,1,99,2012,9,36,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
49,2012-09-15,"Stronger (What Doesn't Kill You)","Kelly Clarkson",3,37,34,47,1,99,2012,9,37,30,2012-07-28,3,30,27,30,1,99,2012,7,30,"6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","dance pop, pop, talent show","pop, electronic_dance, other"
32,2012-09-22,"We Are Young","fun. Featuring Janelle Monae",2,38,35,28,1,89,2012,9,38,32,2012-09-22,2,38,35,28,1,89,2012,9,38,"7a86XRg84qjasly9f6bPSD","6ueGR6SWhUJfvEhqkvMsVs","afrofuturism, alternative r&b, atl hip hop, neo soul, r&b","jazz_blues, soul_funk, hip_hop_rap, electronic_dance, r&b_reggae, indie_alt, world_regional"
34,2012-09-29,"We Are Young","fun. Featuring Janelle Monae",2,39,36,32,1,89,2012,9,39,32,2012-09-22,2,38,35,28,1,89,2012,9,38,"7a86XRg84qjasly9f6bPSD","6ueGR6SWhUJfvEhqkvMsVs","afrofuturism, alternative r&b, atl hip hop, neo soul, r&b","jazz_blues, soul_funk, hip_hop_rap, electronic_dance, r&b_reggae, indie_alt, world_regional"
38,2012-10-06,"We Are Young","fun. Featuring Janelle Monae",2,40,37,34,1,89,2012,10,40,32,2012-09-22,2,38,35,28,1,89,2012,9,38,"7a86XRg84qjasly9f6bPSD","6ueGR6SWhUJfvEhqkvMsVs","afrofuturism, alternative r&b, atl hip hop, neo soul, r&b","jazz_blues, soul_funk, hip_hop_rap, electronic_dance, r&b_reggae, indie_alt, world_regional"
42,2012-10-13,"We Are Young","fun. Featuring Janelle Monae",2,41,38,38,1,89,2012,10,41,32,2012-09-22,2,38,35,28,1,89,2012,9,38,"7a86XRg84qjasly9f6bPSD","6ueGR6SWhUJfvEhqkvMsVs","afrofuturism, alternative r&b, atl hip hop, neo soul, r&b","jazz_blues, soul_funk, hip_hop_rap, electronic_dance, r&b_reggae, indie_alt, world_regional"
49,2012-10-20,"We Are Young","fun. Featuring Janelle Monae",2,42,39,42,1,89,2012,10,42,32,2012-09-22,2,38,35,28,1,89,2012,9,38,"7a86XRg84qjasly9f6bPSD","6ueGR6SWhUJfvEhqkvMsVs","afrofuturism, alternative r&b, atl hip hop, neo soul, r&b","jazz_blues, soul_funk, hip_hop_rap, electronic_dance, r&b_reggae, indie_alt, world_regional"
22,2012-10-27,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,41,40,22,1,91,2012,10,43,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
26,2012-11-03,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,42,41,22,1,91,2012,11,44,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
26,2012-11-10,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,43,42,26,1,91,2012,11,45,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
32,2012-11-17,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,44,43,26,1,91,2012,11,46,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
29,2012-11-24,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,45,44,32,1,91,2012,11,47,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
36,2012-12-01,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,46,45,29,1,91,2012,12,48,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
43,2012-12-08,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,47,46,36,1,91,2012,12,49,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
47,2012-12-15,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,48,47,43,1,91,2012,12,50,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
46,2012-12-22,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,49,48,47,1,91,2012,12,51,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
48,2012-12-29,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,50,49,46,1,91,2012,12,52,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
49,2013-01-05,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,51,50,48,1,91,2013,1,1,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
48,2013-01-12,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,52,51,49,1,91,2013,1,2,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
43,2013-01-19,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,53,52,48,1,91,2013,1,3,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
42,2013-01-26,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,54,53,43,1,91,2013,1,4,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
45,2013-02-02,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,55,54,42,1,91,2013,2,5,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
44,2013-02-09,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,56,55,45,1,91,2013,2,6,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
47,2013-02-16,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,57,56,44,1,91,2013,2,7,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
42,2013-02-23,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,58,57,47,1,91,2013,2,8,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
36,2013-03-02,"Somebody That I Used To Know","Gotye Featuring Kimbra",1,59,58,42,1,91,2013,3,9,22,2012-10-27,1,41,40,22,1,91,2012,10,43,"4wCmqSrbyCgxEXROQE6vtV","2AsusXITU8P25dlRNhcAbG","australian pop","pop, world_regional"
33,2013-03-09,"One More Night","Maroon 5",1,36,35,34,1,86,2013,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2013-03-16,"One More Night","Maroon 5",1,37,36,33,1,86,2013,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2013-03-23,"One More Night","Maroon 5",1,38,37,35,1,86,2013,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2013-03-30,"One More Night","Maroon 5",1,39,38,36,1,86,2013,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2013-04-06,"One More Night","Maroon 5",1,40,39,42,1,86,2013,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2013-04-13,"One More Night","Maroon 5",1,41,40,48,1,86,2013,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2013-04-20,"One More Night","Maroon 5",1,42,41,49,1,86,2013,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013-04-27,"Locked Out Of Heaven","Bruno Mars",1,28,27,19,1,34,2013,4,17,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
30,2013-05-04,"Locked Out Of Heaven","Bruno Mars",1,29,28,24,1,34,2013,5,18,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
32,2013-05-11,"Locked Out Of Heaven","Bruno Mars",1,30,29,30,1,34,2013,5,19,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
31,2013-05-18,"Locked Out Of Heaven","Bruno Mars",1,31,30,32,1,34,2013,5,20,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
31,2013-05-25,"Locked Out Of Heaven","Bruno Mars",1,32,31,31,1,34,2013,5,21,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
37,2013-06-01,"Locked Out Of Heaven","Bruno Mars",1,33,32,31,1,37,2013,6,22,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
44,2013-06-08,"Locked Out Of Heaven","Bruno Mars",1,34,33,37,1,44,2013,6,23,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
46,2013-06-15,"Locked Out Of Heaven","Bruno Mars",1,35,34,44,1,46,2013,6,24,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
49,2013-06-22,"Locked Out Of Heaven","Bruno Mars",1,36,35,46,1,49,2013,6,25,24,2013-04-27,1,28,27,19,1,34,2013,4,17,"3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","dance pop, pop","pop, electronic_dance"
19,2013-06-29,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,37,35,17,1,96,2013,6,26,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
21,2013-07-06,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,38,36,19,1,96,2013,7,27,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
24,2013-07-13,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,39,37,21,1,96,2013,7,28,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
24,2013-07-20,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,40,38,24,1,96,2013,7,29,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
28,2013-07-27,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,41,39,24,1,96,2013,7,30,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
24,2013-08-03,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,42,40,28,1,96,2013,8,31,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
29,2013-08-10,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,43,41,24,1,96,2013,8,32,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
31,2013-08-17,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,44,42,29,1,96,2013,8,33,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
31,2013-08-24,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,45,43,31,1,96,2013,8,34,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
39,2013-08-31,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,46,44,31,1,96,2013,8,35,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
40,2013-09-07,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,47,45,39,1,96,2013,9,36,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
37,2013-09-14,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,48,46,40,1,96,2013,9,37,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
47,2013-09-21,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",2,49,47,37,1,96,2013,9,38,19,2013-06-29,2,37,35,17,1,96,2013,6,26,"6CjtS2JZH9RkDz5UVInsa9","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
26,2013-09-28,"Can't Hold Us","Macklemore & Ryan Lewis Featuring Ray Dalton",2,32,29,25,1,97,2013,9,39,26,2013-09-28,2,32,29,25,1,97,2013,9,39,"22skzmqfdWrjJylampe0kt","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
29,2013-10-05,"Can't Hold Us","Macklemore & Ryan Lewis Featuring Ray Dalton",2,33,30,26,1,97,2013,10,40,26,2013-09-28,2,32,29,25,1,97,2013,9,39,"22skzmqfdWrjJylampe0kt","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
29,2013-10-12,"Can't Hold Us","Macklemore & Ryan Lewis Featuring Ray Dalton",2,34,31,29,1,97,2013,10,41,26,2013-09-28,2,32,29,25,1,97,2013,9,39,"22skzmqfdWrjJylampe0kt","5BcAKTbp20cv7tC5VqPFoC","pop rap, seattle hip hop","pop, hip_hop_rap, world_regional"
